,target,format,size,image_file,mask_file,URL
LUNG_OPACITY-5736,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5736.png,../data/Lung_Opacity/masks/Lung_Opacity-5736.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5737,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5737.png,../data/Lung_Opacity/masks/Lung_Opacity-5737.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5738,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5738.png,../data/Lung_Opacity/masks/Lung_Opacity-5738.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5739,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5739.png,../data/Lung_Opacity/masks/Lung_Opacity-5739.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-574,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-574.png,../data/Lung_Opacity/masks/Lung_Opacity-574.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5740,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5740.png,../data/Lung_Opacity/masks/Lung_Opacity-5740.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5741,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5741.png,../data/Lung_Opacity/masks/Lung_Opacity-5741.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5742,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5742.png,../data/Lung_Opacity/masks/Lung_Opacity-5742.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5743,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5743.png,../data/Lung_Opacity/masks/Lung_Opacity-5743.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5744,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5744.png,../data/Lung_Opacity/masks/Lung_Opacity-5744.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5745,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5745.png,../data/Lung_Opacity/masks/Lung_Opacity-5745.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5746,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5746.png,../data/Lung_Opacity/masks/Lung_Opacity-5746.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5747,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5747.png,../data/Lung_Opacity/masks/Lung_Opacity-5747.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5748,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5748.png,../data/Lung_Opacity/masks/Lung_Opacity-5748.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5749,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5749.png,../data/Lung_Opacity/masks/Lung_Opacity-5749.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-575,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-575.png,../data/Lung_Opacity/masks/Lung_Opacity-575.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5750,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5750.png,../data/Lung_Opacity/masks/Lung_Opacity-5750.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5751,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5751.png,../data/Lung_Opacity/masks/Lung_Opacity-5751.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5752,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5752.png,../data/Lung_Opacity/masks/Lung_Opacity-5752.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5753,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5753.png,../data/Lung_Opacity/masks/Lung_Opacity-5753.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5754,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5754.png,../data/Lung_Opacity/masks/Lung_Opacity-5754.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5755,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5755.png,../data/Lung_Opacity/masks/Lung_Opacity-5755.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5756,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5756.png,../data/Lung_Opacity/masks/Lung_Opacity-5756.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5757,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5757.png,../data/Lung_Opacity/masks/Lung_Opacity-5757.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5758,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5758.png,../data/Lung_Opacity/masks/Lung_Opacity-5758.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5759,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5759.png,../data/Lung_Opacity/masks/Lung_Opacity-5759.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-576,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-576.png,../data/Lung_Opacity/masks/Lung_Opacity-576.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5760,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5760.png,../data/Lung_Opacity/masks/Lung_Opacity-5760.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5761,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5761.png,../data/Lung_Opacity/masks/Lung_Opacity-5761.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5762,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5762.png,../data/Lung_Opacity/masks/Lung_Opacity-5762.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5763,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5763.png,../data/Lung_Opacity/masks/Lung_Opacity-5763.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5764,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5764.png,../data/Lung_Opacity/masks/Lung_Opacity-5764.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5765,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5765.png,../data/Lung_Opacity/masks/Lung_Opacity-5765.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5766,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5766.png,../data/Lung_Opacity/masks/Lung_Opacity-5766.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5767,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5767.png,../data/Lung_Opacity/masks/Lung_Opacity-5767.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5768,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5768.png,../data/Lung_Opacity/masks/Lung_Opacity-5768.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5769,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5769.png,../data/Lung_Opacity/masks/Lung_Opacity-5769.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-577,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-577.png,../data/Lung_Opacity/masks/Lung_Opacity-577.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5770,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5770.png,../data/Lung_Opacity/masks/Lung_Opacity-5770.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5771,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5771.png,../data/Lung_Opacity/masks/Lung_Opacity-5771.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5772,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5772.png,../data/Lung_Opacity/masks/Lung_Opacity-5772.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5773,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5773.png,../data/Lung_Opacity/masks/Lung_Opacity-5773.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5774,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5774.png,../data/Lung_Opacity/masks/Lung_Opacity-5774.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5775,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5775.png,../data/Lung_Opacity/masks/Lung_Opacity-5775.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5776,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5776.png,../data/Lung_Opacity/masks/Lung_Opacity-5776.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5777,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5777.png,../data/Lung_Opacity/masks/Lung_Opacity-5777.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5778,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5778.png,../data/Lung_Opacity/masks/Lung_Opacity-5778.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5779,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5779.png,../data/Lung_Opacity/masks/Lung_Opacity-5779.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-578,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-578.png,../data/Lung_Opacity/masks/Lung_Opacity-578.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5780,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5780.png,../data/Lung_Opacity/masks/Lung_Opacity-5780.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5781,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5781.png,../data/Lung_Opacity/masks/Lung_Opacity-5781.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5782,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5782.png,../data/Lung_Opacity/masks/Lung_Opacity-5782.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5783,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5783.png,../data/Lung_Opacity/masks/Lung_Opacity-5783.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5784,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5784.png,../data/Lung_Opacity/masks/Lung_Opacity-5784.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5785,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5785.png,../data/Lung_Opacity/masks/Lung_Opacity-5785.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5786,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5786.png,../data/Lung_Opacity/masks/Lung_Opacity-5786.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5787,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5787.png,../data/Lung_Opacity/masks/Lung_Opacity-5787.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5788,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5788.png,../data/Lung_Opacity/masks/Lung_Opacity-5788.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5789,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5789.png,../data/Lung_Opacity/masks/Lung_Opacity-5789.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-579,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-579.png,../data/Lung_Opacity/masks/Lung_Opacity-579.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5790,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5790.png,../data/Lung_Opacity/masks/Lung_Opacity-5790.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5791,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5791.png,../data/Lung_Opacity/masks/Lung_Opacity-5791.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5792,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5792.png,../data/Lung_Opacity/masks/Lung_Opacity-5792.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5793,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5793.png,../data/Lung_Opacity/masks/Lung_Opacity-5793.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5794,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5794.png,../data/Lung_Opacity/masks/Lung_Opacity-5794.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5795,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5795.png,../data/Lung_Opacity/masks/Lung_Opacity-5795.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5796,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5796.png,../data/Lung_Opacity/masks/Lung_Opacity-5796.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5797,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5797.png,../data/Lung_Opacity/masks/Lung_Opacity-5797.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5798,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5798.png,../data/Lung_Opacity/masks/Lung_Opacity-5798.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5799,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5799.png,../data/Lung_Opacity/masks/Lung_Opacity-5799.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-58,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-58.png,../data/Lung_Opacity/masks/Lung_Opacity-58.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-580,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-580.png,../data/Lung_Opacity/masks/Lung_Opacity-580.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5800,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5800.png,../data/Lung_Opacity/masks/Lung_Opacity-5800.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5801,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5801.png,../data/Lung_Opacity/masks/Lung_Opacity-5801.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5802,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5802.png,../data/Lung_Opacity/masks/Lung_Opacity-5802.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5803,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5803.png,../data/Lung_Opacity/masks/Lung_Opacity-5803.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5804,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5804.png,../data/Lung_Opacity/masks/Lung_Opacity-5804.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5805,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5805.png,../data/Lung_Opacity/masks/Lung_Opacity-5805.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5806,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5806.png,../data/Lung_Opacity/masks/Lung_Opacity-5806.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5807,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5807.png,../data/Lung_Opacity/masks/Lung_Opacity-5807.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5808,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5808.png,../data/Lung_Opacity/masks/Lung_Opacity-5808.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5809,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5809.png,../data/Lung_Opacity/masks/Lung_Opacity-5809.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-581,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-581.png,../data/Lung_Opacity/masks/Lung_Opacity-581.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5810,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5810.png,../data/Lung_Opacity/masks/Lung_Opacity-5810.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5811,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5811.png,../data/Lung_Opacity/masks/Lung_Opacity-5811.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5812,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5812.png,../data/Lung_Opacity/masks/Lung_Opacity-5812.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5813,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5813.png,../data/Lung_Opacity/masks/Lung_Opacity-5813.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5814,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5814.png,../data/Lung_Opacity/masks/Lung_Opacity-5814.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5815,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5815.png,../data/Lung_Opacity/masks/Lung_Opacity-5815.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5816,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5816.png,../data/Lung_Opacity/masks/Lung_Opacity-5816.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5817,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5817.png,../data/Lung_Opacity/masks/Lung_Opacity-5817.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5818,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5818.png,../data/Lung_Opacity/masks/Lung_Opacity-5818.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5819,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5819.png,../data/Lung_Opacity/masks/Lung_Opacity-5819.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-582,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-582.png,../data/Lung_Opacity/masks/Lung_Opacity-582.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5820,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5820.png,../data/Lung_Opacity/masks/Lung_Opacity-5820.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5821,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5821.png,../data/Lung_Opacity/masks/Lung_Opacity-5821.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5822,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5822.png,../data/Lung_Opacity/masks/Lung_Opacity-5822.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5823,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5823.png,../data/Lung_Opacity/masks/Lung_Opacity-5823.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5824,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5824.png,../data/Lung_Opacity/masks/Lung_Opacity-5824.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5825,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5825.png,../data/Lung_Opacity/masks/Lung_Opacity-5825.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5826,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5826.png,../data/Lung_Opacity/masks/Lung_Opacity-5826.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5827,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5827.png,../data/Lung_Opacity/masks/Lung_Opacity-5827.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5828,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5828.png,../data/Lung_Opacity/masks/Lung_Opacity-5828.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5829,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5829.png,../data/Lung_Opacity/masks/Lung_Opacity-5829.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-583,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-583.png,../data/Lung_Opacity/masks/Lung_Opacity-583.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5830,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5830.png,../data/Lung_Opacity/masks/Lung_Opacity-5830.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5831,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5831.png,../data/Lung_Opacity/masks/Lung_Opacity-5831.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5832,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5832.png,../data/Lung_Opacity/masks/Lung_Opacity-5832.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5833,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5833.png,../data/Lung_Opacity/masks/Lung_Opacity-5833.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5834,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5834.png,../data/Lung_Opacity/masks/Lung_Opacity-5834.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5835,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5835.png,../data/Lung_Opacity/masks/Lung_Opacity-5835.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5836,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5836.png,../data/Lung_Opacity/masks/Lung_Opacity-5836.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
LUNG_OPACITY-5837,Lung Opacity,PNG,"(299, 299)",../data/Lung_Opacity/images/Lung_Opacity-5837.png,../data/Lung_Opacity/masks/Lung_Opacity-5837.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
