old_index,image_path,mask_path,target,type,true,pred,covid_prob
13545,../data/Normal/images\Normal-4350.png,../data/Normal/masks\Normal-4350.png,Normal,Normal,0,0,0.0
17162,../data/Normal/images\Normal-7606.png,../data/Normal/masks\Normal-7606.png,Normal,Normal,0,0,0.05
1356,../data/COVID/images\COVID-2219.png,../data/COVID/masks\COVID-2219.png,COVID,COVID,1,1,1.0
13737,../data/Normal/images\Normal-4523.png,../data/Normal/masks\Normal-4523.png,Normal,Normal,0,0,0.0
3050,../data/COVID/images\COVID-49.png,../data/COVID/masks\COVID-49.png,COVID,COVID,1,1,1.0
3802,../data/Lung_Opacity/images\Lung_Opacity-1166.png,../data/Lung_Opacity/masks\Lung_Opacity-1166.png,Lung_Opacity,Lung_Opacity,0,0,0.01
20872,../data/Viral Pneumonia/images\Viral Pneumonia-735.png,../data/Viral Pneumonia/masks\Viral Pneumonia-735.png,Viral Pneumonia,Viral Pneumonia,0,0,0.0
2468,../data/COVID/images\COVID-322.png,../data/COVID/masks\COVID-322.png,COVID,COVID,1,1,1.0
2384,../data/COVID/images\COVID-3144.png,../data/COVID/masks\COVID-3144.png,COVID,COVID,1,1,0.99
1264,../data/COVID/images\COVID-2136.png,../data/COVID/masks\COVID-2136.png,COVID,COVID,1,0,0.1
19725,../data/Normal/images\Normal-9913.png,../data/Normal/masks\Normal-9913.png,Normal,Normal,0,0,0.0
4961,../data/Lung_Opacity/images\Lung_Opacity-2209.png,../data/Lung_Opacity/masks\Lung_Opacity-2209.png,Lung_Opacity,Lung_Opacity,0,0,0.0
17703,../data/Normal/images\Normal-8093.png,../data/Normal/masks\Normal-8093.png,Normal,Normal,0,0,0.0
6740,../data/Lung_Opacity/images\Lung_Opacity-3810.png,../data/Lung_Opacity/masks\Lung_Opacity-3810.png,Lung_Opacity,Lung_Opacity,0,0,0.0
4054,../data/Lung_Opacity/images\Lung_Opacity-1393.png,../data/Lung_Opacity/masks\Lung_Opacity-1393.png,Lung_Opacity,Lung_Opacity,0,0,0.04
3446,../data/COVID/images\COVID-846.png,../data/COVID/masks\COVID-846.png,COVID,COVID,1,1,0.98
212,../data/COVID/images\COVID-119.png,../data/COVID/masks\COVID-119.png,COVID,COVID,1,1,0.94
14839,../data/Normal/images\Normal-5515.png,../data/Normal/masks\Normal-5515.png,Normal,Normal,0,0,0.0
4686,../data/Lung_Opacity/images\Lung_Opacity-1962.png,../data/Lung_Opacity/masks\Lung_Opacity-1962.png,Lung_Opacity,Lung_Opacity,0,0,0.0
951,../data/COVID/images\COVID-1855.png,../data/COVID/masks\COVID-1855.png,COVID,COVID,1,1,1.0
16326,../data/Normal/images\Normal-6854.png,../data/Normal/masks\Normal-6854.png,Normal,Normal,0,0,0.0
498,../data/COVID/images\COVID-1447.png,../data/COVID/masks\COVID-1447.png,COVID,COVID,1,1,1.0
3442,../data/COVID/images\COVID-842.png,../data/COVID/masks\COVID-842.png,COVID,COVID,1,1,1.0
9320,../data/Lung_Opacity/images\Lung_Opacity-721.png,../data/Lung_Opacity/masks\Lung_Opacity-721.png,Lung_Opacity,Lung_Opacity,0,0,0.05
1009,../data/COVID/images\COVID-1907.png,../data/COVID/masks\COVID-1907.png,COVID,COVID,1,1,0.5
8017,../data/Lung_Opacity/images\Lung_Opacity-4960.png,../data/Lung_Opacity/masks\Lung_Opacity-4960.png,Lung_Opacity,Lung_Opacity,0,0,0.0
3718,../data/Lung_Opacity/images\Lung_Opacity-1090.png,../data/Lung_Opacity/masks\Lung_Opacity-1090.png,Lung_Opacity,Lung_Opacity,0,0,0.0
8158,../data/Lung_Opacity/images\Lung_Opacity-5087.png,../data/Lung_Opacity/masks\Lung_Opacity-5087.png,Lung_Opacity,Lung_Opacity,0,0,0.01
1283,../data/COVID/images\COVID-2153.png,../data/COVID/masks\COVID-2153.png,COVID,COVID,1,1,0.79
932,../data/COVID/images\COVID-1838.png,../data/COVID/masks\COVID-1838.png,COVID,COVID,1,1,0.99
369,../data/COVID/images\COVID-1330.png,../data/COVID/masks\COVID-1330.png,COVID,COVID,1,1,1.0
16164,../data/Normal/images\Normal-6708.png,../data/Normal/masks\Normal-6708.png,Normal,Normal,0,0,0.03
11986,../data/Normal/images\Normal-2948.png,../data/Normal/masks\Normal-2948.png,Normal,Normal,0,0,0.0
2896,../data/COVID/images\COVID-3605.png,../data/COVID/masks\COVID-3605.png,COVID,COVID,1,1,0.44
575,../data/COVID/images\COVID-1516.png,../data/COVID/masks\COVID-1516.png,COVID,COVID,1,1,1.0
433,../data/COVID/images\COVID-1389.png,../data/COVID/masks\COVID-1389.png,COVID,COVID,1,1,1.0
617,../data/COVID/images\COVID-1554.png,../data/COVID/masks\COVID-1554.png,COVID,COVID,1,1,1.0
16688,../data/Normal/images\Normal-718.png,../data/Normal/masks\Normal-718.png,Normal,Normal,0,0,0.0
1314,../data/COVID/images\COVID-2181.png,../data/COVID/masks\COVID-2181.png,COVID,COVID,1,1,0.85
15819,../data/Normal/images\Normal-6398.png,../data/Normal/masks\Normal-6398.png,Normal,Normal,0,0,0.0
9591,../data/Lung_Opacity/images\Lung_Opacity-966.png,../data/Lung_Opacity/masks\Lung_Opacity-966.png,Lung_Opacity,Lung_Opacity,0,0,0.0
2124,../data/COVID/images\COVID-2910.png,../data/COVID/masks\COVID-2910.png,COVID,COVID,1,1,1.0
4100,../data/Lung_Opacity/images\Lung_Opacity-1434.png,../data/Lung_Opacity/masks\Lung_Opacity-1434.png,Lung_Opacity,Lung_Opacity,0,0,0.01
3052,../data/COVID/images\COVID-491.png,../data/COVID/masks\COVID-491.png,COVID,COVID,1,1,0.99
7100,../data/Lung_Opacity/images\Lung_Opacity-4134.png,../data/Lung_Opacity/masks\Lung_Opacity-4134.png,Lung_Opacity,Lung_Opacity,0,0,0.01
13001,../data/Normal/images\Normal-3861.png,../data/Normal/masks\Normal-3861.png,Normal,Normal,0,0,0.0
395,../data/COVID/images\COVID-1354.png,../data/COVID/masks\COVID-1354.png,COVID,COVID,1,1,1.0
4688,../data/Lung_Opacity/images\Lung_Opacity-1964.png,../data/Lung_Opacity/masks\Lung_Opacity-1964.png,Lung_Opacity,Lung_Opacity,0,0,0.0
21164,../data/Viral Pneumonia/images\Viral Pneumonia-999.png,../data/Viral Pneumonia/masks\Viral Pneumonia-999.png,Viral Pneumonia,Viral Pneumonia,0,0,0.0
1046,../data/COVID/images\COVID-1940.png,../data/COVID/masks\COVID-1940.png,COVID,COVID,1,1,0.65
19726,../data/Normal/images\Normal-9914.png,../data/Normal/masks\Normal-9914.png,Normal,Normal,0,0,0.0
438,../data/COVID/images\COVID-1393.png,../data/COVID/masks\COVID-1393.png,COVID,COVID,1,1,1.0
5840,../data/Lung_Opacity/images\Lung_Opacity-300.png,../data/Lung_Opacity/masks\Lung_Opacity-300.png,Lung_Opacity,Lung_Opacity,0,1,0.51
2482,../data/COVID/images\COVID-3232.png,../data/COVID/masks\COVID-3232.png,COVID,COVID,1,1,0.9
474,../data/COVID/images\COVID-1425.png,../data/COVID/masks\COVID-1425.png,COVID,COVID,1,0,0.16
2420,../data/COVID/images\COVID-3177.png,../data/COVID/masks\COVID-3177.png,COVID,COVID,1,1,1.0
1552,../data/COVID/images\COVID-2396.png,../data/COVID/masks\COVID-2396.png,COVID,COVID,1,1,1.0
1852,../data/COVID/images\COVID-2666.png,../data/COVID/masks\COVID-2666.png,COVID,COVID,1,1,1.0
8435,../data/Lung_Opacity/images\Lung_Opacity-5336.png,../data/Lung_Opacity/masks\Lung_Opacity-5336.png,Lung_Opacity,Lung_Opacity,0,0,0.0
4414,../data/Lung_Opacity/images\Lung_Opacity-1717.png,../data/Lung_Opacity/masks\Lung_Opacity-1717.png,Lung_Opacity,Lung_Opacity,0,0,0.0
16518,../data/Normal/images\Normal-7026.png,../data/Normal/masks\Normal-7026.png,Normal,Normal,0,0,0.0
2437,../data/COVID/images\COVID-3192.png,../data/COVID/masks\COVID-3192.png,COVID,COVID,1,1,0.85
1284,../data/COVID/images\COVID-2154.png,../data/COVID/masks\COVID-2154.png,COVID,COVID,1,1,1.0
4334,../data/Lung_Opacity/images\Lung_Opacity-1645.png,../data/Lung_Opacity/masks\Lung_Opacity-1645.png,Lung_Opacity,Lung_Opacity,0,0,0.0
2419,../data/COVID/images\COVID-3176.png,../data/COVID/masks\COVID-3176.png,COVID,COVID,1,1,1.0
1718,../data/COVID/images\COVID-2545.png,../data/COVID/masks\COVID-2545.png,COVID,COVID,1,1,1.0
15840,../data/Normal/images\Normal-6416.png,../data/Normal/masks\Normal-6416.png,Normal,Normal,0,0,0.0
20710,../data/Viral Pneumonia/images\Viral Pneumonia-59.png,../data/Viral Pneumonia/masks\Viral Pneumonia-59.png,Viral Pneumonia,Viral Pneumonia,0,0,0.02
1873,../data/COVID/images\COVID-2685.png,../data/COVID/masks\COVID-2685.png,COVID,COVID,1,1,1.0
1328,../data/COVID/images\COVID-2194.png,../data/COVID/masks\COVID-2194.png,COVID,COVID,1,1,1.0
2921,../data/COVID/images\COVID-373.png,../data/COVID/masks\COVID-373.png,COVID,COVID,1,1,1.0
17839,../data/Normal/images\Normal-8215.png,../data/Normal/masks\Normal-8215.png,Normal,Normal,0,0,0.24
234,../data/COVID/images\COVID-1209.png,../data/COVID/masks\COVID-1209.png,COVID,COVID,1,1,1.0
1099,../data/COVID/images\COVID-1989.png,../data/COVID/masks\COVID-1989.png,COVID,COVID,1,1,0.94
2697,../data/COVID/images\COVID-3426.png,../data/COVID/masks\COVID-3426.png,COVID,COVID,1,1,0.97
2357,../data/COVID/images\COVID-312.png,../data/COVID/masks\COVID-312.png,COVID,COVID,1,0,0.0
8175,../data/Lung_Opacity/images\Lung_Opacity-5101.png,../data/Lung_Opacity/masks\Lung_Opacity-5101.png,Lung_Opacity,Lung_Opacity,0,0,0.01
14369,../data/Normal/images\Normal-5092.png,../data/Normal/masks\Normal-5092.png,Normal,Normal,0,0,0.01
6074,../data/Lung_Opacity/images\Lung_Opacity-3210.png,../data/Lung_Opacity/masks\Lung_Opacity-3210.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1671,../data/COVID/images\COVID-2502.png,../data/COVID/masks\COVID-2502.png,COVID,COVID,1,1,0.73
20453,../data/Viral Pneumonia/images\Viral Pneumonia-358.png,../data/Viral Pneumonia/masks\Viral Pneumonia-358.png,Viral Pneumonia,Viral Pneumonia,0,0,0.0
11858,../data/Normal/images\Normal-2832.png,../data/Normal/masks\Normal-2832.png,Normal,Normal,0,0,0.0
1209,../data/COVID/images\COVID-2087.png,../data/COVID/masks\COVID-2087.png,COVID,COVID,1,0,0.05
10957,../data/Normal/images\Normal-2020.png,../data/Normal/masks\Normal-2020.png,Normal,Normal,0,0,0.0
2816,../data/COVID/images\COVID-3533.png,../data/COVID/masks\COVID-3533.png,COVID,COVID,1,1,1.0
1798,../data/COVID/images\COVID-2617.png,../data/COVID/masks\COVID-2617.png,COVID,COVID,1,1,0.89
1322,../data/COVID/images\COVID-2189.png,../data/COVID/masks\COVID-2189.png,COVID,COVID,1,1,1.0
20232,../data/Viral Pneumonia/images\Viral Pneumonia-159.png,../data/Viral Pneumonia/masks\Viral Pneumonia-159.png,Viral Pneumonia,Viral Pneumonia,0,0,0.01
8648,../data/Lung_Opacity/images\Lung_Opacity-5528.png,../data/Lung_Opacity/masks\Lung_Opacity-5528.png,Lung_Opacity,Lung_Opacity,0,0,0.1
11474,../data/Normal/images\Normal-2487.png,../data/Normal/masks\Normal-2487.png,Normal,Normal,0,0,0.08
17331,../data/Normal/images\Normal-7759.png,../data/Normal/masks\Normal-7759.png,Normal,Normal,0,0,0.01
962,../data/COVID/images\COVID-1865.png,../data/COVID/masks\COVID-1865.png,COVID,COVID,1,1,1.0
3108,../data/COVID/images\COVID-541.png,../data/COVID/masks\COVID-541.png,COVID,COVID,1,1,0.94
15244,../data/Normal/images\Normal-5880.png,../data/Normal/masks\Normal-5880.png,Normal,Normal,0,0,0.0
11757,../data/Normal/images\Normal-2741.png,../data/Normal/masks\Normal-2741.png,Normal,Normal,0,0,0.0
5633,../data/Lung_Opacity/images\Lung_Opacity-2814.png,../data/Lung_Opacity/masks\Lung_Opacity-2814.png,Lung_Opacity,Lung_Opacity,0,0,0.02
15297,../data/Normal/images\Normal-5928.png,../data/Normal/masks\Normal-5928.png,Normal,Normal,0,0,0.0
20518,../data/Viral Pneumonia/images\Viral Pneumonia-416.png,../data/Viral Pneumonia/masks\Viral Pneumonia-416.png,Viral Pneumonia,Viral Pneumonia,0,0,0.0
1469,../data/COVID/images\COVID-2320.png,../data/COVID/masks\COVID-2320.png,COVID,COVID,1,1,1.0
11185,../data/Normal/images\Normal-2226.png,../data/Normal/masks\Normal-2226.png,Normal,Normal,0,0,0.0
11940,../data/Normal/images\Normal-2906.png,../data/Normal/masks\Normal-2906.png,Normal,Normal,0,0,0.01
1334,../data/COVID/images\COVID-22.png,../data/COVID/masks\COVID-22.png,COVID,COVID,1,0,0.29
9871,../data/Normal/images\Normal-1043.png,../data/Normal/masks\Normal-1043.png,Normal,Normal,0,0,0.0
2238,../data/COVID/images\COVID-3012.png,../data/COVID/masks\COVID-3012.png,COVID,COVID,1,0,0.26
518,../data/COVID/images\COVID-1465.png,../data/COVID/masks\COVID-1465.png,COVID,COVID,1,1,1.0
2423,../data/COVID/images\COVID-318.png,../data/COVID/masks\COVID-318.png,COVID,COVID,1,0,0.2
2192,../data/COVID/images\COVID-2972.png,../data/COVID/masks\COVID-2972.png,COVID,COVID,1,0,0.29
14589,../data/Normal/images\Normal-5290.png,../data/Normal/masks\Normal-5290.png,Normal,Normal,0,0,0.01
1156,../data/COVID/images\COVID-2039.png,../data/COVID/masks\COVID-2039.png,COVID,COVID,1,1,1.0
2680,../data/COVID/images\COVID-3410.png,../data/COVID/masks\COVID-3410.png,COVID,COVID,1,1,0.98
3045,../data/COVID/images\COVID-485.png,../data/COVID/masks\COVID-485.png,COVID,COVID,1,0,0.05
15196,../data/Normal/images\Normal-5837.png,../data/Normal/masks\Normal-5837.png,Normal,Normal,0,0,0.01
2185,../data/COVID/images\COVID-2966.png,../data/COVID/masks\COVID-2966.png,COVID,COVID,1,1,1.0
1277,../data/COVID/images\COVID-2148.png,../data/COVID/masks\COVID-2148.png,COVID,COVID,1,1,1.0
18768,../data/Normal/images\Normal-9051.png,../data/Normal/masks\Normal-9051.png,Normal,Normal,0,0,0.0
1756,../data/COVID/images\COVID-258.png,../data/COVID/masks\COVID-258.png,COVID,COVID,1,1,1.0
16385,../data/Normal/images\Normal-6907.png,../data/Normal/masks\Normal-6907.png,Normal,Normal,0,0,0.0
1685,../data/COVID/images\COVID-2515.png,../data/COVID/masks\COVID-2515.png,COVID,COVID,1,1,0.97
15427,../data/Normal/images\Normal-6044.png,../data/Normal/masks\Normal-6044.png,Normal,Normal,0,0,0.0
4296,../data/Lung_Opacity/images\Lung_Opacity-1610.png,../data/Lung_Opacity/masks\Lung_Opacity-1610.png,Lung_Opacity,Lung_Opacity,0,0,0.04
6556,../data/Lung_Opacity/images\Lung_Opacity-3645.png,../data/Lung_Opacity/masks\Lung_Opacity-3645.png,Lung_Opacity,Lung_Opacity,0,0,0.0
20568,../data/Viral Pneumonia/images\Viral Pneumonia-461.png,../data/Viral Pneumonia/masks\Viral Pneumonia-461.png,Viral Pneumonia,Viral Pneumonia,0,1,0.92
3501,../data/COVID/images\COVID-896.png,../data/COVID/masks\COVID-896.png,COVID,COVID,1,0,0.02
6700,../data/Lung_Opacity/images\Lung_Opacity-3775.png,../data/Lung_Opacity/masks\Lung_Opacity-3775.png,Lung_Opacity,Lung_Opacity,0,0,0.02
1696,../data/COVID/images\COVID-2525.png,../data/COVID/masks\COVID-2525.png,COVID,COVID,1,1,1.0
20562,../data/Viral Pneumonia/images\Viral Pneumonia-456.png,../data/Viral Pneumonia/masks\Viral Pneumonia-456.png,Viral Pneumonia,Viral Pneumonia,0,0,0.0
2097,../data/COVID/images\COVID-2887.png,../data/COVID/masks\COVID-2887.png,COVID,COVID,1,1,1.0
19815,../data/Normal/images\Normal-9995.png,../data/Normal/masks\Normal-9995.png,Normal,Normal,0,0,0.0
3416,../data/COVID/images\COVID-819.png,../data/COVID/masks\COVID-819.png,COVID,COVID,1,1,1.0
14530,../data/Normal/images\Normal-5237.png,../data/Normal/masks\Normal-5237.png,Normal,Normal,0,0,0.0
252,../data/COVID/images\COVID-1225.png,../data/COVID/masks\COVID-1225.png,COVID,COVID,1,1,0.97
15261,../data/Normal/images\Normal-5896.png,../data/Normal/masks\Normal-5896.png,Normal,Normal,0,0,0.0
10903,../data/Normal/images\Normal-1973.png,../data/Normal/masks\Normal-1973.png,Normal,Normal,0,0,0.0
2615,../data/COVID/images\COVID-3352.png,../data/COVID/masks\COVID-3352.png,COVID,COVID,1,1,0.99
4967,../data/Lung_Opacity/images\Lung_Opacity-2214.png,../data/Lung_Opacity/masks\Lung_Opacity-2214.png,Lung_Opacity,Lung_Opacity,0,0,0.0
15708,../data/Normal/images\Normal-6298.png,../data/Normal/masks\Normal-6298.png,Normal,Normal,0,0,0.0
21079,../data/Viral Pneumonia/images\Viral Pneumonia-921.png,../data/Viral Pneumonia/masks\Viral Pneumonia-921.png,Viral Pneumonia,Viral Pneumonia,0,1,0.81
2108,../data/COVID/images\COVID-2897.png,../data/COVID/masks\COVID-2897.png,COVID,COVID,1,1,1.0
7976,../data/Lung_Opacity/images\Lung_Opacity-4923.png,../data/Lung_Opacity/masks\Lung_Opacity-4923.png,Lung_Opacity,Lung_Opacity,0,0,0.0
150,../data/COVID/images\COVID-1133.png,../data/COVID/masks\COVID-1133.png,COVID,COVID,1,1,1.0
19434,../data/Normal/images\Normal-9651.png,../data/Normal/masks\Normal-9651.png,Normal,Normal,0,0,0.05
3078,../data/COVID/images\COVID-514.png,../data/COVID/masks\COVID-514.png,COVID,COVID,1,1,1.0
3259,../data/COVID/images\COVID-678.png,../data/COVID/masks\COVID-678.png,COVID,COVID,1,1,0.79
1337,../data/COVID/images\COVID-2201.png,../data/COVID/masks\COVID-2201.png,COVID,COVID,1,1,1.0
19990,../data/Viral Pneumonia/images\Viral Pneumonia-1151.png,../data/Viral Pneumonia/masks\Viral Pneumonia-1151.png,Viral Pneumonia,Viral Pneumonia,0,0,0.0
1978,../data/COVID/images\COVID-278.png,../data/COVID/masks\COVID-278.png,COVID,COVID,1,1,1.0
2193,../data/COVID/images\COVID-2973.png,../data/COVID/masks\COVID-2973.png,COVID,COVID,1,1,1.0
4051,../data/Lung_Opacity/images\Lung_Opacity-1390.png,../data/Lung_Opacity/masks\Lung_Opacity-1390.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1488,../data/COVID/images\COVID-2338.png,../data/COVID/masks\COVID-2338.png,COVID,COVID,1,1,0.7
14056,../data/Normal/images\Normal-4810.png,../data/Normal/masks\Normal-4810.png,Normal,Normal,0,0,0.0
1831,../data/COVID/images\COVID-2647.png,../data/COVID/masks\COVID-2647.png,COVID,COVID,1,1,1.0
1810,../data/COVID/images\COVID-2628.png,../data/COVID/masks\COVID-2628.png,COVID,COVID,1,1,1.0
13182,../data/Normal/images\Normal-4023.png,../data/Normal/masks\Normal-4023.png,Normal,Normal,0,0,0.0
2071,../data/COVID/images\COVID-2863.png,../data/COVID/masks\COVID-2863.png,COVID,COVID,1,1,0.76
1533,../data/COVID/images\COVID-2379.png,../data/COVID/masks\COVID-2379.png,COVID,COVID,1,0,0.0
13540,../data/Normal/images\Normal-4346.png,../data/Normal/masks\Normal-4346.png,Normal,Normal,0,0,0.0
677,../data/COVID/images\COVID-1608.png,../data/COVID/masks\COVID-1608.png,COVID,COVID,1,1,1.0
9430,../data/Lung_Opacity/images\Lung_Opacity-820.png,../data/Lung_Opacity/masks\Lung_Opacity-820.png,Lung_Opacity,Lung_Opacity,0,0,0.0
17093,../data/Normal/images\Normal-7544.png,../data/Normal/masks\Normal-7544.png,Normal,Normal,0,0,0.13
7965,../data/Lung_Opacity/images\Lung_Opacity-4913.png,../data/Lung_Opacity/masks\Lung_Opacity-4913.png,Lung_Opacity,Lung_Opacity,0,0,0.0
4095,../data/Lung_Opacity/images\Lung_Opacity-143.png,../data/Lung_Opacity/masks\Lung_Opacity-143.png,Lung_Opacity,Lung_Opacity,0,0,0.0
834,../data/COVID/images\COVID-175.png,../data/COVID/masks\COVID-175.png,COVID,COVID,1,1,1.0
796,../data/COVID/images\COVID-1715.png,../data/COVID/masks\COVID-1715.png,COVID,COVID,1,1,1.0
1538,../data/COVID/images\COVID-2383.png,../data/COVID/masks\COVID-2383.png,COVID,COVID,1,1,0.97
270,../data/COVID/images\COVID-1241.png,../data/COVID/masks\COVID-1241.png,COVID,COVID,1,1,0.7
11409,../data/Normal/images\Normal-2428.png,../data/Normal/masks\Normal-2428.png,Normal,Normal,0,0,0.05
2216,../data/COVID/images\COVID-2994.png,../data/COVID/masks\COVID-2994.png,COVID,COVID,1,1,0.97
7830,../data/Lung_Opacity/images\Lung_Opacity-4792.png,../data/Lung_Opacity/masks\Lung_Opacity-4792.png,Lung_Opacity,Lung_Opacity,0,1,0.47
17554,../data/Normal/images\Normal-796.png,../data/Normal/masks\Normal-796.png,Normal,Normal,0,1,0.51
339,../data/COVID/images\COVID-1303.png,../data/COVID/masks\COVID-1303.png,COVID,COVID,1,1,1.0
1547,../data/COVID/images\COVID-2391.png,../data/COVID/masks\COVID-2391.png,COVID,COVID,1,1,1.0
19642,../data/Normal/images\Normal-9839.png,../data/Normal/masks\Normal-9839.png,Normal,Normal,0,0,0.0
2897,../data/COVID/images\COVID-3606.png,../data/COVID/masks\COVID-3606.png,COVID,COVID,1,1,1.0
4983,../data/Lung_Opacity/images\Lung_Opacity-2229.png,../data/Lung_Opacity/masks\Lung_Opacity-2229.png,Lung_Opacity,Lung_Opacity,0,0,0.2
3372,../data/COVID/images\COVID-78.png,../data/COVID/masks\COVID-78.png,COVID,COVID,1,1,1.0
636,../data/COVID/images\COVID-1571.png,../data/COVID/masks\COVID-1571.png,COVID,COVID,1,1,0.97
1487,../data/COVID/images\COVID-2337.png,../data/COVID/masks\COVID-2337.png,COVID,COVID,1,1,0.99
1555,../data/COVID/images\COVID-2399.png,../data/COVID/masks\COVID-2399.png,COVID,COVID,1,1,1.0
1022,../data/COVID/images\COVID-1919.png,../data/COVID/masks\COVID-1919.png,COVID,COVID,1,0,0.07
8691,../data/Lung_Opacity/images\Lung_Opacity-5567.png,../data/Lung_Opacity/masks\Lung_Opacity-5567.png,Lung_Opacity,Lung_Opacity,0,0,0.0
11665,../data/Normal/images\Normal-2659.png,../data/Normal/masks\Normal-2659.png,Normal,Normal,0,0,0.0
11816,../data/Normal/images\Normal-2795.png,../data/Normal/masks\Normal-2795.png,Normal,Normal,0,0,0.0
4396,../data/Lung_Opacity/images\Lung_Opacity-1700.png,../data/Lung_Opacity/masks\Lung_Opacity-1700.png,Lung_Opacity,Lung_Opacity,0,1,0.43
15609,../data/Normal/images\Normal-6208.png,../data/Normal/masks\Normal-6208.png,Normal,Normal,0,0,0.0
21004,../data/Viral Pneumonia/images\Viral Pneumonia-854.png,../data/Viral Pneumonia/masks\Viral Pneumonia-854.png,Viral Pneumonia,Viral Pneumonia,0,0,0.0
1140,../data/COVID/images\COVID-2024.png,../data/COVID/masks\COVID-2024.png,COVID,COVID,1,1,1.0
2524,../data/COVID/images\COVID-3270.png,../data/COVID/masks\COVID-3270.png,COVID,COVID,1,1,0.98
6233,../data/Lung_Opacity/images\Lung_Opacity-3354.png,../data/Lung_Opacity/masks\Lung_Opacity-3354.png,Lung_Opacity,Lung_Opacity,0,0,0.0
2932,../data/COVID/images\COVID-383.png,../data/COVID/masks\COVID-383.png,COVID,COVID,1,1,1.0
921,../data/COVID/images\COVID-1828.png,../data/COVID/masks\COVID-1828.png,COVID,COVID,1,1,1.0
2370,../data/COVID/images\COVID-3131.png,../data/COVID/masks\COVID-3131.png,COVID,COVID,1,1,1.0
2764,../data/COVID/images\COVID-3487.png,../data/COVID/masks\COVID-3487.png,COVID,COVID,1,1,0.5
1649,../data/COVID/images\COVID-2483.png,../data/COVID/masks\COVID-2483.png,COVID,COVID,1,1,0.99
14020,../data/Normal/images\Normal-4779.png,../data/Normal/masks\Normal-4779.png,Normal,Normal,0,0,0.0
1787,../data/COVID/images\COVID-2607.png,../data/COVID/masks\COVID-2607.png,COVID,COVID,1,1,1.0
1806,../data/COVID/images\COVID-2624.png,../data/COVID/masks\COVID-2624.png,COVID,COVID,1,1,1.0
12050,../data/Normal/images\Normal-3004.png,../data/Normal/masks\Normal-3004.png,Normal,Normal,0,1,0.38
14830,../data/Normal/images\Normal-5507.png,../data/Normal/masks\Normal-5507.png,Normal,Normal,0,0,0.0
2654,../data/COVID/images\COVID-3388.png,../data/COVID/masks\COVID-3388.png,COVID,COVID,1,1,1.0
17322,../data/Normal/images\Normal-7750.png,../data/Normal/masks\Normal-7750.png,Normal,Normal,0,0,0.01
2283,../data/COVID/images\COVID-3053.png,../data/COVID/masks\COVID-3053.png,COVID,COVID,1,1,1.0
597,../data/COVID/images\COVID-1536.png,../data/COVID/masks\COVID-1536.png,COVID,COVID,1,1,0.99
12576,../data/Normal/images\Normal-3479.png,../data/Normal/masks\Normal-3479.png,Normal,Normal,0,0,0.0
2752,../data/COVID/images\COVID-3476.png,../data/COVID/masks\COVID-3476.png,COVID,COVID,1,1,0.43
2924,../data/COVID/images\COVID-376.png,../data/COVID/masks\COVID-376.png,COVID,COVID,1,1,0.99
14235,../data/Normal/images\Normal-4972.png,../data/Normal/masks\Normal-4972.png,Normal,Normal,0,0,0.0
18685,../data/Normal/images\Normal-8978.png,../data/Normal/masks\Normal-8978.png,Normal,Normal,0,0,0.0
14005,../data/Normal/images\Normal-4765.png,../data/Normal/masks\Normal-4765.png,Normal,Normal,0,0,0.0
8755,../data/Lung_Opacity/images\Lung_Opacity-5624.png,../data/Lung_Opacity/masks\Lung_Opacity-5624.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1938,../data/COVID/images\COVID-2743.png,../data/COVID/masks\COVID-2743.png,COVID,COVID,1,1,1.0
18772,../data/Normal/images\Normal-9055.png,../data/Normal/masks\Normal-9055.png,Normal,Normal,0,0,0.0
5249,../data/Lung_Opacity/images\Lung_Opacity-2469.png,../data/Lung_Opacity/masks\Lung_Opacity-2469.png,Lung_Opacity,Lung_Opacity,0,0,0.07
12475,../data/Normal/images\Normal-3388.png,../data/Normal/masks\Normal-3388.png,Normal,Normal,0,0,0.0
16287,../data/Normal/images\Normal-6819.png,../data/Normal/masks\Normal-6819.png,Normal,Normal,0,0,0.01
10893,../data/Normal/images\Normal-1964.png,../data/Normal/masks\Normal-1964.png,Normal,Normal,0,0,0.0
17535,../data/Normal/images\Normal-7942.png,../data/Normal/masks\Normal-7942.png,Normal,Normal,0,0,0.07
3260,../data/COVID/images\COVID-679.png,../data/COVID/masks\COVID-679.png,COVID,COVID,1,0,0.16
773,../data/COVID/images\COVID-1695.png,../data/COVID/masks\COVID-1695.png,COVID,COVID,1,1,1.0
1960,../data/COVID/images\COVID-2763.png,../data/COVID/masks\COVID-2763.png,COVID,COVID,1,1,1.0
19062,../data/Normal/images\Normal-9316.png,../data/Normal/masks\Normal-9316.png,Normal,Normal,0,1,0.44
2796,../data/COVID/images\COVID-3515.png,../data/COVID/masks\COVID-3515.png,COVID,COVID,1,1,0.87
3072,../data/COVID/images\COVID-509.png,../data/COVID/masks\COVID-509.png,COVID,COVID,1,1,1.0
405,../data/COVID/images\COVID-1363.png,../data/COVID/masks\COVID-1363.png,COVID,COVID,1,1,1.0
2737,../data/COVID/images\COVID-3462.png,../data/COVID/masks\COVID-3462.png,COVID,COVID,1,1,1.0
